timestamp,cpu,ram,disco
2025-08-25 12:47:43.683209,24.6,86.2,89.0
2025-08-25 12:47:44.696274,7.3,86.1,89.0
2025-08-25 12:47:45.701864,20.6,86.1,89.0
2025-08-25 12:47:46.707664,31.4,86.1,89.0
2025-08-25 12:47:47.716884,29.8,86.3,89.0
2025-08-25 12:47:48.726410,17.8,86.3,89.0
2025-08-25 12:47:49.734137,29.1,86.3,89.0
2025-08-25 12:47:50.741513,13.9,86.2,89.0
2025-08-25 12:47:51.750951,41.5,86.4,89.0
2025-08-25 12:47:52.767593,16.9,86.2,89.0
2025-08-25 12:47:53.774445,17.6,86.2,89.0
2025-08-25 12:47:54.785703,16.7,86.2,89.0
2025-08-25 12:47:55.793269,20.1,86.2,89.0
2025-08-25 12:47:56.805344,29.5,86.1,89.0
2025-08-25 12:47:57.816722,58.0,86.4,89.0
2025-08-25 12:47:58.825935,34.0,86.3,89.0
2025-08-25 12:47:59.834838,30.5,86.3,89.0
2025-08-25 12:48:00.856575,43.9,86.3,89.0
2025-08-25 12:48:01.863596,30.9,86.2,89.0
2025-08-25 12:48:02.884189,38.5,86.2,89.0
2025-08-25 12:48:03.892388,13.7,86.3,89.0
2025-08-25 12:48:04.901670,17.7,86.4,89.0
2025-08-25 12:48:05.907095,14.0,86.3,89.0
2025-08-25 12:48:06.916817,18.5,86.3,89.0
2025-08-25 12:48:07.925941,41.6,86.3,89.0
2025-08-25 12:48:08.936026,12.5,86.3,89.0
2025-08-25 12:48:09.942533,20.8,86.3,89.0
2025-08-25 12:48:10.952537,14.3,86.2,89.0
2025-08-25 12:48:11.957922,29.5,86.2,89.0
2025-08-25 12:48:12.966530,60.3,86.4,89.0
2025-08-25 12:48:13.977026,15.6,86.4,89.0
2025-08-25 12:48:14.998736,13.2,86.5,89.0
2025-08-25 12:48:16.006150,8.6,86.4,89.0
2025-08-25 12:48:17.015926,9.2,86.5,89.0
2025-08-25 12:48:18.024806,33.7,86.6,89.0
2025-08-25 12:48:19.031812,10.8,86.5,89.0
2025-08-25 12:48:20.041884,15.0,86.5,89.0
2025-08-25 12:48:21.051138,19.5,86.6,89.0
2025-08-25 12:48:22.060711,15.6,86.6,89.0
2025-08-25 12:48:23.067388,36.6,86.6,89.0
2025-08-25 12:48:24.076932,40.7,86.7,89.0
2025-08-25 12:48:25.089866,19.7,86.7,89.0
2025-08-25 12:48:26.098426,10.3,86.7,89.0
2025-08-25 12:48:27.106933,30.4,86.7,89.0
2025-08-25 12:48:28.116680,22.6,86.7,89.0
2025-08-25 12:48:29.124822,33.2,86.8,89.0
2025-08-25 12:48:30.133679,37.3,86.8,89.0
2025-08-25 12:48:31.142261,39.1,86.8,89.0
2025-08-25 12:48:32.155808,24.7,86.7,89.0
2025-08-25 12:48:33.168394,19.4,86.8,89.0
2025-08-25 12:48:34.179078,40.9,86.8,89.0
2025-08-25 12:48:35.190820,18.6,86.7,89.0
2025-08-25 12:48:36.199284,16.1,86.7,89.0
2025-08-25 12:48:37.206663,7.3,86.7,89.0
2025-08-25 12:48:38.214400,7.8,86.7,89.0
2025-08-25 12:48:39.222399,53.3,86.7,89.0
2025-08-25 12:48:40.231444,31.7,86.7,89.0
2025-08-25 12:48:41.244564,25.0,86.8,89.0
2025-08-25 12:48:42.255503,34.2,86.7,89.0
2025-08-25 12:48:43.267935,14.2,86.7,89.0
